"dataset","record_id","field_path","claim","official_source_urls","accessed_date","direct_support","status","correction_needed","finding_id"
"BENEFIT_VALUES","lloydminster-recreation-access","public/data.js:BENEFIT_VALUES[""lloydminster-recreation-access""].kind","discount","https://www.lloydminster.ca/recreation-culture-community/social-programs-and-services/recreation-access-program/","2026-07-22","manual","manual follow-up required","Internal value taxonomy is not an official program fact; validate classification and its effect on ranking/estimated totals with product and user research.","ABFED-A02"
"BENEFIT_VALUES","lloydminster-recreation-access","public/data.js:BENEFIT_VALUES[""lloydminster-recreation-access""].note","$2 adult drop-in admission at City recreation facilities","https://www.lloydminster.ca/recreation-culture-community/social-programs-and-services/recreation-access-program/","2026-07-22","yes","verified","The $2 adult admission is supported; disclose the additional child, membership and theatre benefits.","ABFED-13"
"BENEFIT_VALUES","fortsask-access","public/data.js:BENEFIT_VALUES[""fortsask-access""].kind","discount","https://www.fortsask.ca/recreation-parks/program-registrations-drop-in-classes/access-for-everyone-program/","2026-07-22","manual","manual follow-up required","Internal value taxonomy is not an official program fact; validate classification and its effect on ranking/estimated totals with product and user research.","ABFED-A02"
"BENEFIT_VALUES","fortsask-access","public/data.js:BENEFIT_VALUES[""fortsask-access""].note","free multi-facility membership and reduced local or commuter transit fares","https://www.fortsask.ca/recreation-parks/program-registrations-drop-in-classes/access-for-everyone-program/","2026-07-22","yes","verified","No correction to the value statement; matcher needs official alternate eligibility routes.","ABFED-13"
"BENEFIT_VALUES","local-supports","public/data.js:BENEFIT_VALUES[""local-supports""].kind","discount","https://ab.211.ca/","2026-07-22","manual","manual follow-up required","Internal value taxonomy is not an official program fact; validate classification and its effect on ranking/estimated totals with product and user research.","ABFED-A02"
"BENEFIT_VALUES","local-supports","public/data.js:BENEFIT_VALUES[""local-supports""].note","varies by community","https://ab.211.ca/","2026-07-22","yes","verified","No correction identified; value necessarily varies by local program.",""
"BENEFIT_META","cwb-disability","public/data.js:BENEFIT_META[""cwb-disability""].difficulty","1","https://www.canada.ca/en/revenue-agency/services/tax/individuals/topics/about-your-tax-return/tax-return/completing-a-tax-return/deductions-credits-expenses/line-45300-canada-workers-benefit-cwb/how-much-you-can-get.html | https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/5009-s6/5009-s6-25e.pdf","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","cwb-disability","public/data.js:BENEFIT_META[""cwb-disability""].effort","Claimed on your tax return","https://www.canada.ca/en/revenue-agency/services/tax/individuals/topics/about-your-tax-return/tax-return/completing-a-tax-return/deductions-credits-expenses/line-45300-canada-workers-benefit-cwb/how-much-you-can-get.html | https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/5009-s6/5009-s6-25e.pdf","2026-07-22","yes","verified","No correction identified at this concise effort level.",""
"BENEFIT_META","cwb-disability","public/data.js:BENEFIT_META[""cwb-disability""].wait","at tax time","https://www.canada.ca/en/revenue-agency/services/tax/individuals/topics/about-your-tax-return/tax-return/completing-a-tax-return/deductions-credits-expenses/line-45300-canada-workers-benefit-cwb/how-much-you-can-get.html | https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/5009-s6/5009-s6-25e.pdf","2026-07-22","yes","verified","No correction identified for the published/general timing description.",""
"BENEFIT_META","pdd","public/data.js:BENEFIT_META[""pdd""].difficulty","3","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","pdd","public/data.js:BENEFIT_META[""pdd""].effort","Assessment-based","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","yes","verified","No correction identified at this concise effort level.",""
"BENEFIT_META","pdd","public/data.js:BENEFIT_META[""pdd""].wait","varies","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","partial","ambiguous","This is cautious non-numeric wording rather than a published service standard; keep it clearly framed as unknown/current-program confirmation.",""
"BENEFIT_META","fscd","public/data.js:BENEFIT_META[""fscd""].difficulty","2","https://www.alberta.ca/fscd-eligibility","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","fscd","public/data.js:BENEFIT_META[""fscd""].effort","Meet with an FSCD worker","https://www.alberta.ca/fscd-eligibility","2026-07-22","yes","verified","No correction identified at this concise effort level.",""
"BENEFIT_META","fscd","public/data.js:BENEFIT_META[""fscd""].wait","varies","https://www.alberta.ca/fscd-eligibility","2026-07-22","partial","ambiguous","This is cautious non-numeric wording rather than a published service standard; keep it clearly framed as unknown/current-program confirmation.",""
"BENEFIT_META","dres","public/data.js:BENEFIT_META[""dres""].difficulty","2","https://www.alberta.ca/disability-related-employment-supports","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","dres","public/data.js:BENEFIT_META[""dres""].effort","Meet at an Alberta Supports Centre","https://www.alberta.ca/disability-related-employment-supports","2026-07-22","yes","verified","No correction identified at this concise effort level.",""
"BENEFIT_META","dres","public/data.js:BENEFIT_META[""dres""].wait","varies","https://www.alberta.ca/disability-related-employment-supports","2026-07-22","partial","ambiguous","This is cautious non-numeric wording rather than a published service standard; keep it clearly framed as unknown/current-program confirmation.",""
"BENEFIT_META","ab-grant-disability","public/data.js:BENEFIT_META[""ab-grant-disability""].difficulty","2","https://studentaid.alberta.ca/policy/student-aid-policy-manual/eligibility-for-student-loans-and-grants/alberta-student-grants/ | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","ab-grant-disability","public/data.js:BENEFIT_META[""ab-grant-disability""].effort","Student aid + Schedule 4 (once)","https://studentaid.alberta.ca/policy/student-aid-policy-manual/eligibility-for-student-loans-and-grants/alberta-student-grants/ | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","no","outdated","Remove '(once)': Schedule 4/services-and-equipment details are application-specific under current policy.","ABFED-05"
"BENEFIT_META","ab-grant-disability","public/data.js:BENEFIT_META[""ab-grant-disability""].wait","with student aid","https://studentaid.alberta.ca/policy/student-aid-policy-manual/eligibility-for-student-loans-and-grants/alberta-student-grants/ | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","yes","verified","No correction identified for the published/general timing description.",""
"BENEFIT_META","adult-health-benefit","public/data.js:BENEFIT_META[""adult-health-benefit""].difficulty","2","https://www.alberta.ca/alberta-adult-health-benefit","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","adult-health-benefit","public/data.js:BENEFIT_META[""adult-health-benefit""].effort","Form + proof of income","https://www.alberta.ca/alberta-adult-health-benefit","2026-07-22","partial","ambiguous","Add categorical eligibility, status and high-drug documentation where applicable; proof of income alone is incomplete.","ABFED-02"
"BENEFIT_META","adult-health-benefit","public/data.js:BENEFIT_META[""adult-health-benefit""].wait","a few weeks","https://www.alberta.ca/alberta-adult-health-benefit","2026-07-22","no","unsupported","Replace 'a few weeks' with 'ask Health Benefits for the current processing time.'","ABFED-10"
"BENEFIT_META","child-health-benefit","public/data.js:BENEFIT_META[""child-health-benefit""].difficulty","2","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","child-health-benefit","public/data.js:BENEFIT_META[""child-health-benefit""].effort","Form + proof of income","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","partial","ambiguous","Add status/residency and exclusion checks; proof of income alone is incomplete.","ABFED-09"
"BENEFIT_META","child-health-benefit","public/data.js:BENEFIT_META[""child-health-benefit""].wait","a few weeks","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","no","unsupported","Replace 'a few weeks' with 'ask Health Benefits for the current processing time.'","ABFED-10"
"BENEFIT_META","parking-placard","public/data.js:BENEFIT_META[""parking-placard""].difficulty","1","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","parking-placard","public/data.js:BENEFIT_META[""parking-placard""].effort","Short form + a registry visit","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","No correction identified at this concise effort level.",""
"BENEFIT_META","parking-placard","public/data.js:BENEFIT_META[""parking-placard""].wait","often same day","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","no","unsupported","Remove 'often same day'; the official page does not publish a processing promise.","ABFED-06"
"BENEFIT_META","airdrie-fair-access","public/data.js:BENEFIT_META[""airdrie-fair-access""].difficulty","1","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","airdrie-fair-access","public/data.js:BENEFIT_META[""airdrie-fair-access""].effort","One online form","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","yes","verified","No correction identified at this concise effort level.",""
"BENEFIT_META","airdrie-fair-access","public/data.js:BENEFIT_META[""airdrie-fair-access""].wait","ask when you apply","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","partial","ambiguous","This is cautious non-numeric wording rather than a published service standard; keep it clearly framed as unknown/current-program confirmation.",""
"BENEFIT_META","woodbuffalo-lift","public/data.js:BENEFIT_META[""woodbuffalo-lift""].difficulty","1","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","woodbuffalo-lift","public/data.js:BENEFIT_META[""woodbuffalo-lift""].effort","Online form + proof of income","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","No correction identified at this concise effort level.",""
"BENEFIT_META","woodbuffalo-lift","public/data.js:BENEFIT_META[""woodbuffalo-lift""].wait","7–10 business days","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","No correction identified for the published/general timing description.",""
"BENEFIT_META","sprucegrove-low-income-transit","public/data.js:BENEFIT_META[""sprucegrove-low-income-transit""].difficulty","1","https://www.sprucegrove.org/services/spruce-grove-transit/transit-fares/","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","sprucegrove-low-income-transit","public/data.js:BENEFIT_META[""sprucegrove-low-income-transit""].effort","Application + proof of income","https://www.sprucegrove.org/services/spruce-grove-transit/transit-fares/","2026-07-22","yes","verified","No correction identified at this concise effort level.",""
"BENEFIT_META","sprucegrove-low-income-transit","public/data.js:BENEFIT_META[""sprucegrove-low-income-transit""].wait","Apply year-round","https://www.sprucegrove.org/services/spruce-grove-transit/transit-fares/","2026-07-22","no","unsupported","Move 'applications accepted year-round' out of the wait field; it renders as 'Wait for a decision' and is not a processing time.","ABFED-A03"
"BENEFIT_META","leduc-subsidies","public/data.js:BENEFIT_META[""leduc-subsidies""].difficulty","1","https://www.leduc.ca/community/family-community-support-services/housing-financial-support","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","leduc-subsidies","public/data.js:BENEFIT_META[""leduc-subsidies""].effort","Contact FCSS for an assessment","https://www.leduc.ca/community/family-community-support-services/housing-financial-support","2026-07-22","yes","verified","No correction identified at this concise effort level.",""
"BENEFIT_META","leduc-subsidies","public/data.js:BENEFIT_META[""leduc-subsidies""].wait","Ask when you apply","https://www.leduc.ca/community/family-community-support-services/housing-financial-support","2026-07-22","partial","ambiguous","This is cautious non-numeric wording rather than a published service standard; keep it clearly framed as unknown/current-program confirmation.",""
"BENEFIT_META","cochrane-connect-card","public/data.js:BENEFIT_META[""cochrane-connect-card""].difficulty","2","https://www.cochrane.ca/node/241/financial-resources/cochrane-connect-card","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","cochrane-connect-card","public/data.js:BENEFIT_META[""cochrane-connect-card""].effort","Appointment + income documents","https://www.cochrane.ca/node/241/financial-resources/cochrane-connect-card","2026-07-22","yes","verified","No correction identified at this concise effort level.",""
"BENEFIT_META","cochrane-connect-card","public/data.js:BENEFIT_META[""cochrane-connect-card""].wait","Ask when you apply","https://www.cochrane.ca/node/241/financial-resources/cochrane-connect-card","2026-07-22","partial","ambiguous","This is cautious non-numeric wording rather than a published service standard; keep it clearly framed as unknown/current-program confirmation.",""
"BENEFIT_META","okotoks-fee-assistance","public/data.js:BENEFIT_META[""okotoks-fee-assistance""].difficulty","1","https://www.okotoks.ca/your-community/social-well-being/family-community-resources/okotoks-family-resource-centre-7","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","okotoks-fee-assistance","public/data.js:BENEFIT_META[""okotoks-fee-assistance""].effort","Application + proof of income","https://www.okotoks.ca/your-community/social-well-being/family-community-resources/okotoks-family-resource-centre-7","2026-07-22","yes","verified","No correction identified at this concise effort level.",""
"BENEFIT_META","okotoks-fee-assistance","public/data.js:BENEFIT_META[""okotoks-fee-assistance""].wait","Ask when you apply","https://www.okotoks.ca/your-community/social-well-being/family-community-resources/okotoks-family-resource-centre-7","2026-07-22","partial","ambiguous","This is cautious non-numeric wording rather than a published service standard; keep it clearly framed as unknown/current-program confirmation.",""
"BENEFIT_META","canmore-affordable-services","public/data.js:BENEFIT_META[""canmore-affordable-services""].difficulty","1","https://www.canmore.ca/your-community/community-supports-and-services/affordable-services-program","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","canmore-affordable-services","public/data.js:BENEFIT_META[""canmore-affordable-services""].effort","Application + proof of income","https://www.canmore.ca/your-community/community-supports-and-services/affordable-services-program","2026-07-22","partial","ambiguous","Add three-month residence and accepted-status documentation.","ABFED-14"
"BENEFIT_META","canmore-affordable-services","public/data.js:BENEFIT_META[""canmore-affordable-services""].wait","Ask when you apply","https://www.canmore.ca/your-community/community-supports-and-services/affordable-services-program","2026-07-22","partial","ambiguous","This is cautious non-numeric wording rather than a published service standard; keep it clearly framed as unknown/current-program confirmation.",""
"BENEFIT_META","lloydminster-recreation-access","public/data.js:BENEFIT_META[""lloydminster-recreation-access""].difficulty","1","https://www.lloydminster.ca/recreation-culture-community/social-programs-and-services/recreation-access-program/","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","lloydminster-recreation-access","public/data.js:BENEFIT_META[""lloydminster-recreation-access""].effort","Application + proof of income","https://www.lloydminster.ca/recreation-culture-community/social-programs-and-services/recreation-access-program/","2026-07-22","partial","ambiguous","Reflect AISH/SAID/newcomer alternate routes, not proof of income only.","ABFED-13"
"BENEFIT_META","lloydminster-recreation-access","public/data.js:BENEFIT_META[""lloydminster-recreation-access""].wait","Ask when you apply","https://www.lloydminster.ca/recreation-culture-community/social-programs-and-services/recreation-access-program/","2026-07-22","partial","ambiguous","This is cautious non-numeric wording rather than a published service standard; keep it clearly framed as unknown/current-program confirmation.",""
"BENEFIT_META","fortsask-access","public/data.js:BENEFIT_META[""fortsask-access""].difficulty","1","https://www.fortsask.ca/recreation-parks/program-registrations-drop-in-classes/access-for-everyone-program/","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","fortsask-access","public/data.js:BENEFIT_META[""fortsask-access""].effort","Application + proof of income","https://www.fortsask.ca/recreation-parks/program-registrations-drop-in-classes/access-for-everyone-program/","2026-07-22","partial","ambiguous","Reflect approved-program alternate routes, not proof of income only.","ABFED-13"
