"dataset","record_id","field_path","claim","official_source_urls","accessed_date","direct_support","status","correction_needed","finding_id"
"BENEFITS","cwb-disability","public/data.js:detail.steps[2]","Tax software or a free tax clinic will handle it for you.","https://www.canada.ca/en/revenue-agency/services/tax/individuals/topics/about-your-tax-return/tax-return/completing-a-tax-return/deductions-credits-expenses/line-45300-canada-workers-benefit-cwb/how-much-you-can-get.html | https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/5009-s6/5009-s6-25e.pdf","2026-07-22","partial","ambiguous","Add age, Canadian residence, full-time-student, prison and diplomat rules; apply Alberta Schedule 6 thresholds.","ABFED-08"
"BENEFITS","cwb-disability","public/data.js:detail.documents[0]","DTC approval","https://www.canada.ca/en/revenue-agency/services/tax/individuals/topics/about-your-tax-return/tax-return/completing-a-tax-return/deductions-credits-expenses/line-45300-canada-workers-benefit-cwb/how-much-you-can-get.html | https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/5009-s6/5009-s6-25e.pdf","2026-07-22","yes","verified","Add age, Canadian residence, full-time-student, prison and diplomat rules; apply Alberta Schedule 6 thresholds.","ABFED-08"
"BENEFITS","cwb-disability","public/data.js:detail.documents[1]","Your T4 / record of working income","https://www.canada.ca/en/revenue-agency/services/tax/individuals/topics/about-your-tax-return/tax-return/completing-a-tax-return/deductions-credits-expenses/line-45300-canada-workers-benefit-cwb/how-much-you-can-get.html | https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/5009-s6/5009-s6-25e.pdf","2026-07-22","yes","verified","Add age, Canadian residence, full-time-student, prison and diplomat rules; apply Alberta Schedule 6 thresholds.","ABFED-08"
"BENEFITS","cwb-disability","public/data.js:detail.tips[0]","You may be able to receive part of it in advance rather than waiting for tax time.","https://www.canada.ca/en/revenue-agency/services/tax/individuals/topics/about-your-tax-return/tax-return/completing-a-tax-return/deductions-credits-expenses/line-45300-canada-workers-benefit-cwb/how-much-you-can-get.html | https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/5009-s6/5009-s6-25e.pdf","2026-07-22","yes","verified","Add age, Canadian residence, full-time-student, prison and diplomat rules; apply Alberta Schedule 6 thresholds.","ABFED-08"
"BENEFITS","cwb-disability","public/data.js:detail.tips[1]","Free volunteer tax clinics can file this for you if money is tight.","https://www.canada.ca/en/revenue-agency/services/tax/individuals/topics/about-your-tax-return/tax-return/completing-a-tax-return/deductions-credits-expenses/line-45300-canada-workers-benefit-cwb/how-much-you-can-get.html | https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/5009-s6/5009-s6-25e.pdf","2026-07-22","partial","ambiguous","Add age, Canadian residence, full-time-student, prison and diplomat rules; apply Alberta Schedule 6 thresholds.","ABFED-08"
"BENEFITS","cwb-disability","public/data.js:detail.time","Received with your tax refund (or as advance payments).","https://www.canada.ca/en/revenue-agency/services/tax/individuals/topics/about-your-tax-return/tax-return/completing-a-tax-return/deductions-credits-expenses/line-45300-canada-workers-benefit-cwb/how-much-you-can-get.html | https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/5009-s6/5009-s6-25e.pdf","2026-07-22","yes","verified","Add age, Canadian residence, full-time-student, prison and diplomat rules; apply Alberta Schedule 6 thresholds.","ABFED-08"
"BENEFITS","cwb-disability","public/data.js:detail.phone","CRA: 1-800-959-8281","https://www.canada.ca/en/revenue-agency/services/tax/individuals/topics/about-your-tax-return/tax-return/completing-a-tax-return/deductions-credits-expenses/line-45300-canada-workers-benefit-cwb/how-much-you-can-get.html | https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/5009-s6/5009-s6-25e.pdf","2026-07-22","partial","ambiguous","Add age, Canadian residence, full-time-student, prison and diplomat rules; apply Alberta Schedule 6 thresholds.","ABFED-08"
"BENEFITS","pdd","public/data.js:name","Persons with Developmental Disabilities (PDD)","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","yes","verified","Add citizen/PR, psychological IQ/adaptive-function assessment and an age-18-plus rule with no artificial age-64 ceiling.","ABFED-04"
"BENEFITS","pdd","public/data.js:level","Alberta","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","yes","verified","Add citizen/PR, psychological IQ/adaptive-function assessment and an age-18-plus rule with no artificial age-64 ceiling.","ABFED-04"
"BENEFITS","pdd","public/data.js:amount","Funded support services (not a cash payment)","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","partial","ambiguous","Add citizen/PR, psychological IQ/adaptive-function assessment and an age-18-plus rule with no artificial age-64 ceiling.","ABFED-04"
"BENEFITS","pdd","public/data.js:summary","Support services for adults with a developmental disability — help with daily living, community involvement, and employment.","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","partial","ambiguous","Add citizen/PR, psychological IQ/adaptive-function assessment and an age-18-plus rule with no artificial age-64 ceiling.","ABFED-04"
"BENEFITS","pdd","public/data.js:note","For adults whose developmental disability began before age 18 and significantly affects daily living. Provides services and supports, not direct cash.","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","partial","ambiguous","Add citizen/PR, psychological IQ/adaptive-function assessment and an age-18-plus rule with no artificial age-64 ceiling.","ABFED-04"
"BENEFITS","pdd","public/data.js:applyUrl","https://www.alberta.ca/persons-with-developmental-disabilities-pdd","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","yes","verified","Add citizen/PR, psychological IQ/adaptive-function assessment and an age-18-plus rule with no artificial age-64 ceiling.","ABFED-04"
"BENEFITS","pdd","public/data.js:source","https://www.alberta.ca/persons-with-developmental-disabilities-pdd","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","yes","verified","Add citizen/PR, psychological IQ/adaptive-function assessment and an age-18-plus rule with no artificial age-64 ceiling.","ABFED-04"
"BENEFITS","pdd","public/data.js:requires[0]","adult","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","partial","ambiguous","Matcher predicate 'adult' is only a proxy; Add citizen/PR, psychological IQ/adaptive-function assessment and an age-18-plus rule with no artificial age-64 ceiling.","ABFED-04"
"BENEFITS","pdd","public/data.js:requires[1]","ab","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","partial","ambiguous","Matcher predicate 'ab' is only a proxy; Add citizen/PR, psychological IQ/adaptive-function assessment and an age-18-plus rule with no artificial age-64 ceiling.","ABFED-04"
"BENEFITS","pdd","public/data.js:requires[2]","developmental","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","partial","ambiguous","Matcher predicate 'developmental' is only a proxy; Add citizen/PR, psychological IQ/adaptive-function assessment and an age-18-plus rule with no artificial age-64 ceiling.","ABFED-04"
"BENEFITS","pdd","public/data.js:detail.about","A program that funds services helping adults with developmental disabilities live as independently as possible — community access, home living supports, employment supports and specialized services.","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","partial","ambiguous","Add citizen/PR, psychological IQ/adaptive-function assessment and an age-18-plus rule with no artificial age-64 ceiling.","ABFED-04"
"BENEFITS","pdd","public/data.js:detail.steps[0]","Contact a PDD office or Alberta Supports to start.","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","partial","ambiguous","Add citizen/PR, psychological IQ/adaptive-function assessment and an age-18-plus rule with no artificial age-64 ceiling.","ABFED-04"
"BENEFITS","pdd","public/data.js:detail.steps[1]","An assessment confirms eligibility (developmental disability with onset before 18).","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","partial","ambiguous","Add citizen/PR, psychological IQ/adaptive-function assessment and an age-18-plus rule with no artificial age-64 ceiling.","ABFED-04"
"BENEFITS","pdd","public/data.js:detail.steps[2]","Work with a coordinator to build a support plan and connect with service providers.","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","partial","ambiguous","Add citizen/PR, psychological IQ/adaptive-function assessment and an age-18-plus rule with no artificial age-64 ceiling.","ABFED-04"
"BENEFITS","pdd","public/data.js:detail.documents[0]","Psychological assessment showing a developmental disability before age 18","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","partial","ambiguous","Add citizen/PR, psychological IQ/adaptive-function assessment and an age-18-plus rule with no artificial age-64 ceiling.","ABFED-04"
"BENEFITS","pdd","public/data.js:detail.documents[1]","Proof of Alberta residency + age 18+","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","partial","ambiguous","Add citizen/PR, psychological IQ/adaptive-function assessment and an age-18-plus rule with no artificial age-64 ceiling.","ABFED-04"
"BENEFITS","pdd","public/data.js:detail.tips[0]","PDD funds services and supports rather than paying you cash — many people also receive AISH at the same time.","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","manual","manual follow-up required","Add citizen/PR, psychological IQ/adaptive-function assessment and an age-18-plus rule with no artificial age-64 ceiling.","ABFED-04"
"BENEFITS","pdd","public/data.js:detail.tips[1]","Start early; assessment and planning can take time.","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","manual","manual follow-up required","Add citizen/PR, psychological IQ/adaptive-function assessment and an age-18-plus rule with no artificial age-64 ceiling.","ABFED-04"
"BENEFITS","pdd","public/data.js:detail.time","Varies; assessment-based.","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","partial","ambiguous","Add citizen/PR, psychological IQ/adaptive-function assessment and an age-18-plus rule with no artificial age-64 ceiling.","ABFED-04"
"BENEFITS","pdd","public/data.js:detail.phone","Alberta Supports: 1-877-644-9992","https://www.alberta.ca/pdd-eligibility | https://www.alberta.ca/pdd-supports-and-services | https://www.alberta.ca/pdd-how-to-apply","2026-07-22","partial","ambiguous","Add citizen/PR, psychological IQ/adaptive-function assessment and an age-18-plus rule with no artificial age-64 ceiling.","ABFED-04"
"BENEFITS","fscd","public/data.js:name","Family Support for Children with Disabilities (FSCD)","https://www.alberta.ca/fscd-eligibility","2026-07-22","yes","verified","Add guardian, Alberta residence, citizenship/PR and disability-or-awaiting-diagnosis confirmation; do not require a completed diagnosis in every case.","ABFED-03"
"BENEFITS","fscd","public/data.js:level","Alberta","https://www.alberta.ca/fscd-eligibility","2026-07-22","yes","verified","Add guardian, Alberta residence, citizenship/PR and disability-or-awaiting-diagnosis confirmation; do not require a completed diagnosis in every case.","ABFED-03"
"BENEFITS","fscd","public/data.js:amount","Services + funding for families raising a child with a disability","https://www.alberta.ca/fscd-eligibility","2026-07-22","partial","ambiguous","Add guardian, Alberta residence, citizenship/PR and disability-or-awaiting-diagnosis confirmation; do not require a completed diagnosis in every case.","ABFED-03"
"BENEFITS","fscd","public/data.js:summary","Support and funding for Alberta families raising a child under 18 with a disability — respite, aids, counselling, and reimbursement of some costs.","https://www.alberta.ca/fscd-eligibility","2026-07-22","partial","ambiguous","Add guardian, Alberta residence, citizenship/PR and disability-or-awaiting-diagnosis confirmation; do not require a completed diagnosis in every case.","ABFED-03"
"BENEFITS","fscd","public/data.js:note","Wide-ranging support for families: respite care, specialized services, and help with some out-of-pocket disability costs. Separate from (and can be combined with) the federal Child Disability Benefit.","https://www.alberta.ca/fscd-eligibility","2026-07-22","manual","manual follow-up required","Add guardian, Alberta residence, citizenship/PR and disability-or-awaiting-diagnosis confirmation; do not require a completed diagnosis in every case.","ABFED-03"
"BENEFITS","fscd","public/data.js:applyUrl","https://www.alberta.ca/fscd","https://www.alberta.ca/fscd-eligibility","2026-07-22","yes","verified","Add guardian, Alberta residence, citizenship/PR and disability-or-awaiting-diagnosis confirmation; do not require a completed diagnosis in every case.","ABFED-03"
"BENEFITS","fscd","public/data.js:source","https://www.alberta.ca/fscd-eligibility","https://www.alberta.ca/fscd-eligibility","2026-07-22","yes","verified","Add guardian, Alberta residence, citizenship/PR and disability-or-awaiting-diagnosis confirmation; do not require a completed diagnosis in every case.","ABFED-03"
"BENEFITS","fscd","public/data.js:requires[0]","child","https://www.alberta.ca/fscd-eligibility","2026-07-22","partial","ambiguous","Matcher predicate 'child' is only a proxy; Add guardian, Alberta residence, citizenship/PR and disability-or-awaiting-diagnosis confirmation; do not require a completed diagnosis in every case.","ABFED-03"
"BENEFITS","fscd","public/data.js:requires[1]","ab","https://www.alberta.ca/fscd-eligibility","2026-07-22","partial","ambiguous","Matcher predicate 'ab' is only a proxy; Add guardian, Alberta residence, citizenship/PR and disability-or-awaiting-diagnosis confirmation; do not require a completed diagnosis in every case.","ABFED-03"
"BENEFITS","fscd","public/data.js:detail.about","A provincial program that helps families of children under 18 with disabilities cover the extra costs and stress of caregiving — respite, child-focused supports, family counselling, and reimbursement of some disability-related expenses.","https://www.alberta.ca/fscd-eligibility","2026-07-22","partial","ambiguous","Add guardian, Alberta residence, citizenship/PR and disability-or-awaiting-diagnosis confirmation; do not require a completed diagnosis in every case.","ABFED-03"
"BENEFITS","fscd","public/data.js:detail.steps[0]","Contact an FSCD office or Alberta Supports.","https://www.alberta.ca/fscd-eligibility","2026-07-22","partial","ambiguous","Add guardian, Alberta residence, citizenship/PR and disability-or-awaiting-diagnosis confirmation; do not require a completed diagnosis in every case.","ABFED-03"
"BENEFITS","fscd","public/data.js:detail.steps[1]","Meet with an FSCD worker to identify your family's needs.","https://www.alberta.ca/fscd-eligibility","2026-07-22","partial","ambiguous","Add guardian, Alberta residence, citizenship/PR and disability-or-awaiting-diagnosis confirmation; do not require a completed diagnosis in every case.","ABFED-03"
"BENEFITS","fscd","public/data.js:detail.steps[2]","A signed agreement sets out the services and funding you'll receive.","https://www.alberta.ca/fscd-eligibility","2026-07-22","partial","ambiguous","Add guardian, Alberta residence, citizenship/PR and disability-or-awaiting-diagnosis confirmation; do not require a completed diagnosis in every case.","ABFED-03"
"BENEFITS","fscd","public/data.js:detail.documents[0]","A diagnosis of your child's disability from a professional","https://www.alberta.ca/fscd-eligibility","2026-07-22","partial","ambiguous","Add guardian, Alberta residence, citizenship/PR and disability-or-awaiting-diagnosis confirmation; do not require a completed diagnosis in every case.","ABFED-03"
"BENEFITS","fscd","public/data.js:detail.documents[1]","Proof of Alberta residency","https://www.alberta.ca/fscd-eligibility","2026-07-22","partial","ambiguous","Add guardian, Alberta residence, citizenship/PR and disability-or-awaiting-diagnosis confirmation; do not require a completed diagnosis in every case.","ABFED-03"
"BENEFITS","fscd","public/data.js:detail.tips[0]","Ask specifically about respite — many families don't realize it's covered.","https://www.alberta.ca/fscd-eligibility","2026-07-22","manual","manual follow-up required","Add guardian, Alberta residence, citizenship/PR and disability-or-awaiting-diagnosis confirmation; do not require a completed diagnosis in every case.","ABFED-03"
"BENEFITS","fscd","public/data.js:detail.tips[1]","You can receive FSCD AND the federal Child Disability Benefit at the same time.","https://www.alberta.ca/fscd-eligibility","2026-07-22","manual","manual follow-up required","Add guardian, Alberta residence, citizenship/PR and disability-or-awaiting-diagnosis confirmation; do not require a completed diagnosis in every case.","ABFED-03"
"BENEFITS","fscd","public/data.js:detail.time","Assessment-based; contact them to begin.","https://www.alberta.ca/fscd-eligibility","2026-07-22","partial","ambiguous","Add guardian, Alberta residence, citizenship/PR and disability-or-awaiting-diagnosis confirmation; do not require a completed diagnosis in every case.","ABFED-03"
"BENEFITS","fscd","public/data.js:detail.phone","Alberta Supports: 1-877-644-9992","https://www.alberta.ca/fscd-eligibility","2026-07-22","partial","ambiguous","Add guardian, Alberta residence, citizenship/PR and disability-or-awaiting-diagnosis confirmation; do not require a completed diagnosis in every case.","ABFED-03"
"BENEFITS","dres","public/data.js:name","Disability Related Employment Supports (DRES)","https://www.alberta.ca/disability-related-employment-supports","2026-07-22","yes","verified","Use Alberta-specific documentation action; remove unsupported coaching/training/tutoring promises; include age 16+, employment-destined and Convention Refugee rules and education exclusions.","ABFED-01; ABFED-07"
"BENEFITS","dres","public/data.js:level","Alberta","https://www.alberta.ca/disability-related-employment-supports","2026-07-22","yes","verified","Use Alberta-specific documentation action; remove unsupported coaching/training/tutoring promises; include age 16+, employment-destined and Convention Refugee rules and education exclusions.","ABFED-01; ABFED-07"
"BENEFITS","dres","public/data.js:amount","Funding for assistive tech, coaching, training & workplace supports","https://www.alberta.ca/disability-related-employment-supports","2026-07-22","no","unsupported","Use Alberta-specific documentation action; remove unsupported coaching/training/tutoring promises; include age 16+, employment-destined and Convention Refugee rules and education exclusions.","ABFED-01; ABFED-07"
"BENEFITS","dres","public/data.js:summary","Pays for supports that help you get or keep a job, or finish training — assistive devices, tutoring, coaching, workplace tools.","https://www.alberta.ca/disability-related-employment-supports","2026-07-22","no","unsupported","Use Alberta-specific documentation action; remove unsupported coaching/training/tutoring promises; include age 16+, employment-destined and Convention Refugee rules and education exclusions.","ABFED-01; ABFED-07"
"BENEFITS","dres","public/data.js:note","Does NOT require the DTC and is very flexible — can fund coaching, focus/organization tools, and training supports. Start at an Alberta Supports Centre.","https://www.alberta.ca/disability-related-employment-supports","2026-07-22","no","unsupported","Use Alberta-specific documentation action; remove unsupported coaching/training/tutoring promises; include age 16+, employment-destined and Convention Refugee rules and education exclusions.","ABFED-01; ABFED-07"
"BENEFITS","dres","public/data.js:applyUrl","https://www.alberta.ca/disability-related-employment-supports","https://www.alberta.ca/disability-related-employment-supports","2026-07-22","yes","verified","Use Alberta-specific documentation action; remove unsupported coaching/training/tutoring promises; include age 16+, employment-destined and Convention Refugee rules and education exclusions.","ABFED-01; ABFED-07"
"BENEFITS","dres","public/data.js:source","https://www.alberta.ca/disability-related-employment-supports","https://www.alberta.ca/disability-related-employment-supports","2026-07-22","yes","verified","Use Alberta-specific documentation action; remove unsupported coaching/training/tutoring promises; include age 16+, employment-destined and Convention Refugee rules and education exclusions.","ABFED-01; ABFED-07"
"BENEFITS","dres","public/data.js:requires[0]","ab","https://www.alberta.ca/disability-related-employment-supports","2026-07-22","partial","ambiguous","Matcher predicate 'ab' is only a proxy; Use Alberta-specific documentation action; remove unsupported coaching/training/tutoring promises; include age 16+, employment-destined and Convention Refugee rules and education exclusions.","ABFED-01; ABFED-07"
"BENEFITS","dres","public/data.js:requires[1]","citizenPR","https://www.alberta.ca/disability-related-employment-supports","2026-07-22","partial","ambiguous","Matcher predicate 'citizenPR' is only a proxy; Use Alberta-specific documentation action; remove unsupported coaching/training/tutoring promises; include age 16+, employment-destined and Convention Refugee rules and education exclusions.","ABFED-01; ABFED-07"
"BENEFITS","dres","public/data.js:requires[2]","disabilityDoc","https://www.alberta.ca/disability-related-employment-supports","2026-07-22","partial","ambiguous","Matcher predicate 'disabilityDoc' is only a proxy; Use Alberta-specific documentation action; remove unsupported coaching/training/tutoring promises; include age 16+, employment-destined and Convention Refugee rules and education exclusions.","ABFED-01; ABFED-07"
"BENEFITS","dres","public/data.js:requires[3]","lookingOrTraining","https://www.alberta.ca/disability-related-employment-supports","2026-07-22","partial","ambiguous","Matcher predicate 'lookingOrTraining' is only a proxy; Use Alberta-specific documentation action; remove unsupported coaching/training/tutoring promises; include age 16+, employment-destined and Convention Refugee rules and education exclusions.","ABFED-01; ABFED-07"
"BENEFITS","dres","public/data.js:detail.about","Funding for the specific supports you need to overcome disability-related barriers to work or training — assistive technology, tutoring, interpreters, coaching, exam accommodations, even some vehicle or workplace modifications.","https://www.alberta.ca/disability-related-employment-supports","2026-07-22","no","unsupported","Use Alberta-specific documentation action; remove unsupported coaching/training/tutoring promises; include age 16+, employment-destined and Convention Refugee rules and education exclusions.","ABFED-01; ABFED-07"
